"Postcode","Latitude","Longitude","District","Ward","Roads","Population","Households"
"CF5 2SF","51.504114","-3.238750","Cardiff","Llandaff","Cadoc Place,Danescourt Way,Radyr Court Road","24","21"
"CF5 2SH","51.504232","-3.241246","Cardiff","Llandaff","Rachel Close","1","1"
"CF5 2SJ","51.497261","-3.231145","Cardiff","Llandaff","","32","22"
"CF5 2SL","51.507400","-3.244387","Cardiff","Llandaff","Peckham Close","74","29"
"CF5 2SN","51.503214","-3.238841","Cardiff","Llandaff","Danescourt Way,Glyn Simon Close","2","1"
"CF5 2SP","51.507803","-3.243620","Cardiff","Llandaff","Baldwin Close","36","21"
"CF5 2SQ","51.504113","-3.233779","Cardiff","Llandaff","Gerddi Taf","48","15"
"CF5 2SR","51.501885","-3.244582","Cardiff","Fairwater","Waterhall Road","13","9"
"CF5 2TA","51.503415","-3.235100","Cardiff","Llandaff","Sumner Close","25","8"
"CF5 2TB","51.501966","-3.235292","Cardiff","Llandaff","Richard Lewis Close","89","40"
"CF5 2TD","51.505216","-3.245120","Cardiff","Llandaff","Herbert March Close","165","62"
"CF5 2TE","51.503859","-3.235689","Cardiff","Llandaff","Radyr Court Road,Rossetti Close","19","10"
"CF5 2XJ","51.496374","-3.225704","Cardiff","Llandaff","Llantrisant Road","340","0"
"CF5 2YB","51.495832","-3.212119","Cardiff","Llandaff","Cathedral Close,Verland Close","",""
"CF5 2YD","51.490344","-3.212420","Cardiff","Llandaff","Cardiff Road,Palace Road","1","1"
"CF5 2YE","51.496471","-3.219872","Cardiff","Llandaff","The Cathedral Green","3","1"
"CF5 2YF","51.495464","-3.219039","Cardiff","Llandaff","The Cathedral Green","2","1"
"CF5 2YH","51.493697","-3.215952","Cardiff","Llandaff","Cardiff Road","2","1"
"CF5 2YJ","51.492866","-3.218969","Cardiff","Llandaff","Cardiff Road","16","2"
"CF5 2YN","51.494352","-3.226428","Cardiff","Llandaff","Fairwater Road","15","0"
"CF5 2YX","51.494329","-3.212238","Cardiff","Riverside","Cathedral Road,Western Avenue","",""
"CF5 2ZR","51.483609","-3.223633","Cardiff","Canton","B4267","",""
"CF5 3AB","51.485794","-3.229698","Cardiff","Fairwater","Ely Road,Limeslade Close,St Fagans Road","12","7"
"CF5 3AD","51.487059","-3.230798","Cardiff","Fairwater","Shears Road,St Fagans Road","54","23"
"CF5 3AE","51.488383","-3.232259","Cardiff","Fairwater","St Fagans Road","31","18"
"CF5 3AF","51.488987","-3.236381","Cardiff","Fairwater","Llangatto Road,St Fagans Road","14","6"
"CF5 3AG","51.489105","-3.238069","Cardiff","Fairwater","Llandetty Road,St Fagans Road","41","17"
"CF5 3AH","51.489219","-3.239973","Cardiff","Fairwater","Fairwater Road,Llandetty Road,St Fagans Road","7","5"
"CF5 3AJ","51.486823","-3.230172","Cardiff","Fairwater","St Fagans Road","44","23"
"CF5 3AL","51.488701","-3.231965","Cardiff","Fairwater","St Fagans Road","38","18"
"CF5 3AN","51.488956","-3.234291","Cardiff","Fairwater","Doyle Avenue,Norbury Road,St Fagans Close,St Fagans Road","44","17"
"CF5 3AP","51.487411","-3.229784","Cardiff","Fairwater","Shears Road","19","9"
"CF5 3AQ","51.487675","-3.229475","Cardiff","Fairwater","B4488,Davies Place,Western Avenue","49","21"
"CF5 3AR","51.487982","-3.231946","Cardiff","Fairwater","Fairwater Avenue","50","20"
"CF5 3AS","51.488194","-3.233982","Cardiff","Fairwater","Norbury Road","",""
"CF5 3AT","51.487106","-3.231476","Cardiff","Fairwater","Brook Court,Finchley Road,Norbury Road","36","18"
"CF5 3AU","51.487607","-3.234240","Cardiff","Fairwater","Norbury Road","38","15"
"CF5 3AW","51.486563","-3.230971","Cardiff","Fairwater","Brook Road","72","33"
"CF5 3AX","51.486580","-3.234457","Cardiff","Fairwater","Finchley Road,Lougher Close,Norbury Road","71","32"
"CF5 3AY","51.487946","-3.235358","Cardiff","Fairwater","Norbury Avenue","49","16"
"CF5 3AZ","51.487968","-3.233256","Cardiff","Fairwater","St Fagans Close","39","17"
"CF5 3BA","51.489510","-3.241378","Cardiff","Fairwater","Cartwright Lane,Fairwater Green,St Fagans Road","5","3"
"CF5 3BB","51.488833","-3.230572","Cardiff","Fairwater","Kenilworth Court","32","30"
"CF5 3BD","51.485983","-3.231402","Cardiff","Fairwater","Brook Court,Limeslade Close","82","63"
"CF5 3BE","51.486251","-3.232389","Cardiff","Fairwater","Oxwich Close","69","53"
"CF5 3BF","51.486669","-3.229448","Cardiff","Fairwater","Ely Road,Sentinel Court","39","15"
"CF5 3BG","51.487276","-3.233252","Cardiff","Fairwater","Norbury Road","",""
"CF5 3BH","51.488174","-3.235941","Cardiff","Fairwater","Bailey Close","24","20"
"CF5 3BJ","51.488317","-3.235138","Cardiff","Fairwater","Bailey Close","8","4"
"CF5 3BL","51.485598","-3.229476","Cardiff","Fairwater","Cowbridge Road West,Western Avenue","",""
"CF5 3BN","51.486462","-3.235405","Cardiff","Fairwater","Lougher Close","14","6"
"CF5 3BP","51.488674","-3.235450","Cardiff","Fairwater","St Fagans Road","71","59"
"CF5 3BQ","51.487776","-3.236189","Cardiff","Fairwater","Llangatto Road","61","26"
"CF5 3BR","51.488288","-3.237917","Cardiff","Fairwater","Llangynidr Road","66","22"
"CF5 3BS","51.488620","-3.237969","Cardiff","Fairwater","Llangynidr Road","60","22"
"CF5 3BT","51.488379","-3.239490","Cardiff","Fairwater","Llandetty Road,Llangynidr Road","54","20"
"CF5 3BU","51.487550","-3.237984","Cardiff","Fairwater","Llanbedr Road","70","28"
"CF5 3BW","51.487848","-3.237819","Cardiff","Fairwater","Llanbedr Road","47","21"
"CF5 3BX","51.486761","-3.237703","Cardiff","Fairwater","Bwlch Road,Finchley Road,Lougher Close","111","41"
"CF5 3BY","51.486609","-3.241890","Cardiff","Fairwater","Bwlch Road,Wellright Road","81","31"
"CF5 3BZ","51.487110","-3.237928","Cardiff","Fairwater","Bwlch Road","86","34"
"CF5 3DA","51.486944","-3.241654","Cardiff","Fairwater","Bwlch Road","51","23"
"CF5 3DB","51.487563","-3.240130","Cardiff","Fairwater","Cartwright Lane","52","18"
"CF5 3DD","51.488709","-3.241443","Cardiff","Fairwater","Cartwright Lane,The Crescent","46","24"
"CF5 3DE","51.488301","-3.241763","Cardiff","Fairwater","Tudor Close","38","15"
"CF5 3DF","51.488376","-3.240642","Cardiff","Fairwater","The Crescent","52","23"
"CF5 3DG","51.487469","-3.241409","Cardiff","Fairwater","Everswell Avenue","36","12"
"CF5 3DH","51.488322","-3.242369","Cardiff","Fairwater","Everswell Road","80","36"
"CF5 3DJ","51.488334","-3.242873","Cardiff","Fairwater","Everswell Avenue,Everswell Road","77","36"
"CF5 3DL","51.489216","-3.247060","Cardiff","Fairwater","St Fagans Rise,St Fagans Road","69","25"
"CF5 3DN","51.486120","-3.230297","Cardiff","Fairwater","Brook Court,Brook Road,St Fagans Road","6","6"
"CF5 3DP","51.490913","-3.238003","Cardiff","Fairwater","Perrots Close","34","32"
"CF5 3DQ","51.495133","-3.260518","Cardiff","Pentyrch and St Fagans","Pentrebane Drive","",""
"CF5 3DR","51.495011","-3.261811","Cardiff","Pentyrch and St Fagans","Pentrebane Drive","",""
"CF5 3DS","51.493626","-3.259281","Cardiff","Pentyrch and St Fagans","","",""
"CF5 3DT","51.486602","-3.249380","Cardiff","Fairwater","Glan Ely Close,Landwade Close","88","37"
"CF5 3DU","51.489726","-3.242263","Cardiff","Fairwater","St Fagans Road","15","8"
"CF5 3DW","51.489474","-3.245612","Cardiff","Fairwater","Everswell Road,Fairways Crescent,Gorse Place,St Fagans Road,Wellright Road","41","19"
"CF5 3DX","51.488787","-3.250995","Cardiff","Fairwater","St Fagans Road,Tatem Drive","47","22"
"CF5 3DY","51.489260","-3.242063","Cardiff","Fairwater","Bailey Close,St Fagans Road,The Drive","17","6"
"CF5 3DZ","51.487833","-3.248549","Cardiff","Fairwater","Bwlch Road,Fairways Crescent","69","30"
"CF5 3EA","51.488010","-3.248035","Cardiff","Fairwater","Fairways Crescent","75","27"
"CF5 3EB","51.488220","-3.243475","Cardiff","Fairwater","Wellright Road","77","35"
"CF5 3ED","51.488017","-3.243931","Cardiff","Fairwater","Wellright Road","80","33"
"CF5 3EE","51.486558","-3.245878","Cardiff","Fairwater","Bwlch Road","91","42"
"CF5 3EF","51.486900","-3.245801","Cardiff","Fairwater","Bwlch Road,Fairways Crescent,Landwade Close","79","34"
"CF5 3EG","51.489791","-3.250504","Cardiff","Fairwater","Oakway","109","41"
"CF5 3EH","51.489607","-3.250023","Cardiff","Fairwater","Greenland Crescent,Oakway","101","39"
"CF5 3EJ","51.487810","-3.249917","Cardiff","Fairwater","Glan Ely Close","128","47"
"CF5 3EL","51.489439","-3.252295","Cardiff","Fairwater","Forest View","56","43"
"CF5 3EN","51.488485","-3.254040","Cardiff","Fairwater","Cardiff Road,Clos Ty Bronna,Monkton Close,St Fagans Road,Tatem Drive","108","43"
"CF5 3EP","51.488218","-3.254652","Cardiff","Fairwater","Monkton Close","24","13"
"CF5 3EQ","51.488232","-3.251642","Cardiff","Fairwater","Chorley Close","80","31"
"CF5 3ER","51.489647","-3.252977","Cardiff","Fairwater","Clos Ty Bronna,Firs Avenue","82","27"
"CF5 3ES","51.489125","-3.253021","Cardiff","Fairwater","Voysey Place","29","10"
"CF5 3ET","51.486886","-3.248855","Cardiff","Fairwater","Fairways Crescent,Landwade Close","",""
"CF5 3EU","51.489464","-3.238079","Cardiff","Fairwater","Cadwgan Place,Cartwright Lane,Doyle Avenue,Llangatto Road,St Fagans Road","44","19"
"CF5 3EW","51.489997","-3.243768","Cardiff","Fairwater","Everswell Road,Fern Place,St Fagans Road","61","26"
"CF5 3EX","51.489789","-3.246442","Cardiff","Fairwater","St Fagans Road","26","9"
"CF5 3EY","51.489273","-3.249280","Cardiff","Fairwater","St Fagans Road","23","10"
"CF5 3EZ","51.490174","-3.248310","Cardiff","Fairwater","St Fagans Rise","34","19"
"CF5 3FA","51.493231","-3.260869","Cardiff","Pentyrch and St Fagans","","",""
"CF5 3FB","51.493780","-3.260034","Cardiff","Pentyrch and St Fagans","","",""
"CF5 3HA","51.489500","-3.248220","Cardiff","Fairwater","Quarry Crescent,St Fagans Rise","12","6"
"CF5 3HB","51.489925","-3.248001","Cardiff","Fairwater","Quarry Close,St Fagans Rise","34","23"
"CF5 3HD","51.489985","-3.247499","Cardiff","Fairwater","Quarry Close","11","6"
"CF5 3HE","51.490596","-3.248394","Cardiff","Fairwater","Greenland Crescent,St Fagans Road","66","41"
"CF5 3HF","51.489712","-3.247736","Cardiff","Fairwater","Quarry Crescent","27","18"
"CF5 3HG","51.490797","-3.242955","Cardiff","Fairwater","Fern Place,Holly Road","81","39"
"CF5 3HH","51.490262","-3.244208","Cardiff","Fairwater","Holly Road","76","24"
"CF5 3HJ","51.490619","-3.244534","Cardiff","Fairwater","Birch Road,Holly Road","31","20"
"CF5 3HL","51.490819","-3.245130","Cardiff","Fairwater","","30","14"
"CF5 3HN","51.491176","-3.244549","Cardiff","Fairwater","Poplar Road","36","16"
"CF5 3HP","51.490432","-3.246027","Cardiff","Fairwater","Gorse Place","62","23"
"CF5 3HQ","51.491937","-3.246601","Cardiff","Fairwater","Gorse Place","19","8"
"CF5 3HR","51.490616","-3.241423","Cardiff","Fairwater","Chestnut Road","62","48"
"CF5 3HS","51.489956","-3.235816","Cardiff","Fairwater","Doyle Avenue","33","14"
"CF5 3HT","51.490411","-3.237816","Cardiff","Fairwater","Doyle Avenue","57","21"
"CF5 3HU","51.491011","-3.237199","Cardiff","Fairwater","Doyle Avenue,Fairwater Road,Milton Place,Perrots Close","54","24"
"CF5 3HW","51.490365","-3.237023","Cardiff","Fairwater","Mccale Avenue,Milton Place","46","14"
"CF5 3HX","51.489716","-3.236386","Cardiff","Fairwater","Cadwgan Place,St Fagans Road","52","17"
"CF5 3HY","51.489937","-3.238394","Cardiff","Fairwater","Mccale Avenue","44","16"
"CF5 3HZ","51.491029","-3.238885","Cardiff","Fairwater","Perrots Close","40","19"
"CF5 3JA","51.490628","-3.239435","Cardiff","Fairwater","Heol Dennant","29","11"
"CF5 3JB","51.490523","-3.240873","Cardiff","Fairwater","Chestnut Road","6","6"
"CF5 3JD","51.491334","-3.240679","Cardiff","Fairwater","Heol Dennant,Reardon Smith Court","110","39"
"CF5 3JE","51.491522","-3.241620","Cardiff","Fairwater","Fern Place,Plas-Mawr Road","22","9"
"CF5 3JN","51.491913","-3.242855","Cardiff","Fairwater","Plas-Mawr Road,Poplar Road","25","20"
"CF5 3JP","51.492255","-3.242058","Cardiff","Fairwater","Ferrier Avenue","38","34"
"CF5 3JQ","51.490631","-3.240818","Cardiff","Fairwater","Fairwater Road,Plas-Mawr Road","",""
"CF5 3JR","51.491520","-3.237501","Cardiff","Fairwater","Fairwater Road","32","14"
"CF5 3JS","51.490584","-3.240126","Cardiff","Fairwater","Chestnut Road,Fairwater Road","18","8"
"CF5 3JT","51.490958","-3.241375","Cardiff","Fairwater","Plas-Mawr Road","15","5"
"CF5 3JU","51.491935","-3.242539","Cardiff","Fairwater","Plas-Mawr Road,Poplar Road","",""
"CF5 3JW","51.492790","-3.243254","Cardiff","Fairwater","Plas-Mawr Road,Poplar Road","16","8"
"CF5 3JX","51.495317","-3.244950","Cardiff","Fairwater","Amethyst Road,Ferrier Avenue,Frewer Avenue,Pentrebane Road,Plas-Mawr Road","35","17"
"CF5 3JY","51.494332","-3.242878","Cardiff","Fairwater","Ferrier Avenue,Frewer Avenue","71","34"
"CF5 3JZ","51.494763","-3.244633","Cardiff","Fairwater","Frewer Avenue,Hirst Crescent","13","6"
"CF5 3LA","51.493295","-3.243123","Cardiff","Fairwater","Ferrier Avenue","28","13"
"CF5 3LB","51.493932","-3.244178","Cardiff","Fairwater","Ferrier Avenue","60","33"
"CF5 3LD","51.494584","-3.240350","Cardiff","Fairwater","Ferrier Avenue","28","10"
"CF5 3LE","51.493678","-3.241765","Cardiff","Fairwater","Ferrier Avenue","19","6"
"CF5 3LF","51.494799","-3.241249","Cardiff","Fairwater","Heol Gwilym","56","24"
"CF5 3LG","51.494677","-3.242571","Cardiff","Fairwater","Heol Gwilym,Hirst Crescent,Kerrigan Close","69","24"
"CF5 3LH","51.494976","-3.242377","Cardiff","Fairwater","Hirst Crescent","73","24"
"CF5 3LJ","51.495569","-3.243214","Cardiff","Fairwater","Kerrigan Close","20","8"
"CF5 3LL","51.498163","-3.245432","Cardiff","Fairwater","Waterhall Road","79","31"
"CF5 3LN","51.498985","-3.245901","Cardiff","Fairwater","","52","22"
"CF5 3LP","51.499722","-3.246800","Cardiff","Fairwater","","46","21"
"CF5 3LQ","51.499181","-3.246929","Cardiff","Fairwater","","51","19"
"CF5 3LR","51.498372","-3.246907","Cardiff","Fairwater","","54","25"
"CF5 3LS","51.495479","-3.242391","Cardiff","Fairwater","Hirst Crescent","29","20"
"CF5 3LT","51.491487","-3.242397","Cardiff","Fairwater","Laurel Court","17","10"
"CF5 3LU","51.499815","-3.245635","Cardiff","Fairwater","Keyston Road,Waterhall Road","19","16"
"CF5 3LW","51.500906","-3.245377","Cardiff","Fairwater","Waterhall Road","12","3"
"CF5 3NA","51.495755","-3.240165","Cardiff","Fairwater","Amethyst Road,Ferrier Avenue,Whitland Close","66","28"
"CF5 3NB","51.496410","-3.241076","Cardiff","Fairwater","Whitland Close","54","21"
"CF5 3ND","51.496641","-3.238821","Cardiff","Fairwater","Keyston Road","57","21"
"CF5 3NE","51.498915","-3.240611","Cardiff","Fairwater","Keyston Road","41","14"
"CF5 3NF","51.499160","-3.242981","Cardiff","Fairwater","Cosheston Road,Keyston Road,Waterhall Road","59","27"
"CF5 3NG","51.496906","-3.238410","Cardiff","Fairwater","Amethyst Road,Keyston Road,Whitland Crescent","113","43"
"CF5 3NH","51.499108","-3.240185","Cardiff","Fairwater","Keyston Road","60","22"
"CF5 3NJ","51.499509","-3.243149","Cardiff","Fairwater","Keyston Road","60","25"
"CF5 3NL","51.496073","-3.238993","Cardiff","Fairwater","Whitland Crescent","75","33"
"CF5 3NN","51.496659","-3.239671","Cardiff","Fairwater","Whitland Crescent","45","16"
"CF5 3NP","51.497455","-3.240975","Cardiff","Fairwater","Carter Place","81","28"
"CF5 3NQ","51.498494","-3.242963","Cardiff","Fairwater","Cosheston Road","76","27"
"CF5 3NR","51.498779","-3.242380","Cardiff","Fairwater","Cosheston Road","75","30"
"CF5 3NS","51.497658","-3.244683","Cardiff","Fairwater","Amethyst Road","52","23"
"CF5 3NT","51.498089","-3.242188","Cardiff","Fairwater","Amethyst Road,Cosheston Road","65","33"
"CF5 3NU","51.497186","-3.244252","Cardiff","Fairwater","Amethyst Road","42","17"
"CF5 3NW","51.497813","-3.241964","Cardiff","Fairwater","Amethyst Road","67","24"
"CF5 3NX","51.498465","-3.244892","Cardiff","Fairwater","Cosheston Road","16","11"
"CF5 3NY","51.496222","-3.235093","Cardiff","Fairwater","Chatsworth Close","9","3"
"CF5 3PD","51.492963","-3.248185","Cardiff","Fairwater","Broom Place,Gorse Place","54","21"
"CF5 3PE","51.492629","-3.248305","Cardiff","Fairwater","Pinehurst Road","48","20"
"CF5 3PF","51.493152","-3.247283","Cardiff","Fairwater","Broom Place","17","10"
"CF5 3PG","51.492387","-3.246541","Cardiff","Fairwater","","50","20"
"CF5 3PJ","51.492344","-3.245532","Cardiff","Fairwater","Laburnum Place","26","17"
"CF5 3PL","51.492909","-3.244798","Cardiff","Fairwater","Laburnum Place","89","40"
"CF5 3PN","51.493501","-3.245751","Cardiff","Fairwater","Poplar Road","89","39"
"CF5 3PP","51.493901","-3.246194","Cardiff","Fairwater","","88","40"
"CF5 3PQ","51.494705","-3.245841","Cardiff","Fairwater","","29","11"
"CF5 3PR","51.494751","-3.246563","Cardiff","Fairwater","Amethyst Road","65","39"
"CF5 3PS","51.493420","-3.247477","Cardiff","Fairwater","Poplar Road,Roche Crescent","80","44"
"CF5 3PT","51.495415","-3.247561","Cardiff","Fairwater","Poplar Road","50","22"
"CF5 3PU","51.495297","-3.246880","Cardiff","Fairwater","Poplar Close,Poplar Road","91","47"
"CF5 3PW","51.495202","-3.248203","Cardiff","Fairwater","Poplar Close","12","7"
"CF5 3PX","51.496138","-3.248906","Cardiff","Fairwater","Roche Crescent","10","6"
"CF5 3PY","51.495121","-3.249036","Cardiff","Fairwater","Roche Crescent","109","44"
"CF5 3PZ","51.496030","-3.247289","Cardiff","Fairwater","Pentrebane Road,Plas-Mawr Road,Poplar Road,Waterhall Road","70","39"
"CF5 3QA","51.495119","-3.237296","Cardiff","Fairwater","Amethyst Road,Elfed Green","55","20"
"CF5 3QB","51.495641","-3.242381","Cardiff","Fairwater","Amethyst Road,Ferrier Avenue,Waterhall Road","72","29"
"CF5 3QD","51.494853","-3.238715","Cardiff","Fairwater","Sylvan Close","8","3"
"CF5 3QE","51.494590","-3.236345","Cardiff","Fairwater","Elfed Green,Fairwater Road","87","40"
"CF5 3QF","51.497055","-3.236225","Cardiff","Fairwater","Fairwood Road","68","42"
"CF5 3QG","51.498259","-3.238836","Cardiff","Fairwater","Fairwood Road","38","23"
"CF5 3QH","51.497579","-3.238601","Cardiff","Fairwater","Fairwood Road","33","22"
"CF5 3QJ","51.496619","-3.236659","Cardiff","Fairwater","Fairwood Road","53","33"
"CF5 3QL","51.497832","-3.237585","Cardiff","Fairwater","Fairwood Close,Fairwood Road","63","32"
"CF5 3QN","51.494912","-3.246668","Cardiff","Fairwater","","6","6"
"CF5 3QP","51.497879","-3.236564","Cardiff","Fairwater","Fairwood Close","20","14"
"CF5 3QQ","51.495628","-3.258803","Cardiff","Fairwater","Bishop Hannon Drive,Hawkwood Close,Treetops Close","90","46"
"CF5 3QR","51.496049","-3.259737","Cardiff","Fairwater","Treetops Close","27","15"
"CF5 3QS","51.494090","-3.258775","Cardiff","Fairwater","Summerwood Close","55","19"
"CF5 3QT","51.494514","-3.259521","Cardiff","Fairwater","Cornwood Close","33","12"
"CF5 3QU","51.494612","-3.257954","Cardiff","Fairwater","Bishop Hannon Drive,Summerwood Close","76","44"
"CF5 3QW","51.495323","-3.259558","Cardiff","Fairwater","Hawkwood Close,Pentrebane Drive","42","14"
"CF5 3RA","51.496655","-3.251081","Cardiff","Fairwater","Pentrebane Road","68","34"
"CF5 3RB","51.496649","-3.254985","Cardiff","Fairwater","Ashcroft Crescent,Pentrebane Road","73","35"
"CF5 3RD","51.496427","-3.258926","Cardiff","Fairwater","Beechley Drive,Bishop Hannon Drive,Pentrebane Road","46","18"
"CF5 3RE","51.497001","-3.251436","Cardiff","Fairwater","Beechley Drive,Pentrebane Road,Roche Crescent","47","20"
"CF5 3RF","51.497129","-3.253788","Cardiff","Fairwater","Ashcroft Crescent,Pentrebane Road","25","12"
"CF5 3RG","51.496142","-3.255288","Cardiff","Fairwater","Elderberry Road","61","26"
"CF5 3RH","51.496435","-3.254748","Cardiff","Fairwater","Elderberry Road","85","40"
"CF5 3RJ","51.497708","-3.250966","Cardiff","Fairwater","Ashcroft Crescent","17","9"
"CF5 3RL","51.498297","-3.253027","Cardiff","Fairwater","Ashcroft Crescent,Cherry Close","79","35"
"CF5 3RN","51.498092","-3.250371","Cardiff","Fairwater","Ashcroft Crescent","65","30"
"CF5 3RP","51.498591","-3.253309","Cardiff","Fairwater","Ashcroft Crescent,Cedar Grove","87","37"
"CF5 3RQ","51.497909","-3.255740","Cardiff","Fairwater","Cherry Close,Pentrebane Road","37","16"
